productId,productName,category,manufacturer,price,unit,minOrderQty,stockQty,leadTimeDays,warehouseLocation,weight,dimensions,restrictedStates,applicableProjectTypes,certifications,ecoFriendly,recyclable,sustainableSource,warrantyYears,fireRating,installationDifficulty,description
P1288,Treated Pine,Lumber,QualityMaterials,19.38,ft,50,1141,5,NE,75.99,141.6x19.9x30.9,AK;NE;IA;OK,Infrastructure;Residential;New Construction,ISO 9001,Yes,No,No,10,Class A,Professional Required,QualityMaterials Treated Pine - Premium quality lumber product for construction projects.
P1289,Joint Compound,Drywall,EcoConstruct,140.15,bundle,100,2165,27,FL,150.75,115.5x10.6x21.3,VA,Industrial;Renovation;Commercial,Green Guard,No,No,No,0,,Complex,EcoConstruct Joint Compound - Premium quality drywall product for construction projects.
P1290,Treated Pine,Lumber,IndustryLeader,34.55,bundle,25,4996,8,CO,95.24,42.3x50.1x49,WY;VT;IL;WI,New Construction;Residential;Commercial;Industrial,Energy Star;LEED Certified,No,Yes,No,10,,Complex,IndustryLeader Treated Pine - Premium quality lumber product for construction projects.
P1291,Thermostat,HVAC,ConstructMax,723.9,sqft,1,140,12,TN,123.58,97.8x10.2x27,,Infrastructure;Commercial,,No,Yes,Yes,10,,Professional Required,ConstructMax Thermostat - Premium quality hvac product for construction projects.
P1292,Plywood,Lumber,PremiumPro,32.86,bundle,100,446,24,AL,174.99,41x37x42.6,MA;IN,Commercial;New Construction;Renovation;Infrastructure,Green Guard,No,Yes,Yes,5,Class C,Professional Required,PremiumPro Plywood - Premium quality lumber product for construction projects.
P1293,Ventilation Fan,HVAC,PremiumPro,1231.59,sqft,1,1487,15,KY,109.98,100.5x47.8x22.9,KY;KS;TX;CA,Renovation,ISO 9001,Yes,No,No,1,Class A,Easy,PremiumPro Ventilation Fan - Premium quality hvac product for construction projects.
P1294,Casement,Windows,ConstructMax,634.52,ea,25,1481,29,ME,120.47,45.8x46.1x28.4,LA;NJ,Industrial;Commercial;Renovation,ASTM Compliant,Yes,Yes,Yes,2,Class B,Moderate,ConstructMax Casement - Premium quality windows product for construction projects.
P1295,Stain,Paint,TrustedBrand,29.56,ft,25,4254,30,CT,82.72,102x42.9x24.7,VT;DE;TX,Renovation;New Construction;Commercial;Residential,,Yes,No,No,0,Class B,Complex,TrustedBrand Stain - Premium quality paint product for construction projects.
P1296,Garage Door,Doors,ConstructMax,941.7,bundle,50,3667,19,FL,146.81,131.5x40.4x34.9,MD;VA;MS,Renovation;Residential,,Yes,No,Yes,2,,Moderate,ConstructMax Garage Door - Premium quality doors product for construction projects.
P1297,Standard Sheet,Drywall,ValueBuilders,267.78,sqft,10,1061,18,HI,85.83,69.9x38.8x13.4,,Renovation;Residential;Industrial,,No,Yes,No,25,Class B,Easy,ValueBuilders Standard Sheet - Premium quality drywall product for construction projects.
P1298,Bolts,Hardware,BuildCo,55.04,ft,50,862,19,WI,96.02,86.6x12.5x15.3,MS;CA;NC;AL,Residential;Industrial;Infrastructure,Energy Star,No,No,Yes,5,Class B,Complex,BuildCo Bolts - Premium quality hardware product for construction projects.
P1299,TPO Membrane,Roofing,ConstructMax,20.07,bundle,10,4246,26,NM,51.28,110x17.6x45.8,NV;MT;OK,Industrial;Renovation,Energy Star;Green Guard,No,Yes,No,2,Class C,Moderate,ConstructMax TPO Membrane - Premium quality roofing product for construction projects.
P1300,Cement Bag,Concrete,PremiumPro,87.61,box,50,4781,30,NJ,197.96,44.3x37.5x42.8,,Residential;Commercial,Energy Star,No,No,Yes,5,,Professional Required,PremiumPro Cement Bag - Premium quality concrete product for construction projects.
P1301,Nail Gun,Tools,ValueBuilders,89.12,sqft,10,1655,7,DE,172.61,118x25.9x9.5,LA,Industrial;Renovation;Commercial,ASTM Compliant;UL Listed,Yes,Yes,Yes,0,Class A,Complex,ValueBuilders Nail Gun - Premium quality tools product for construction projects.
P1302,Precast Panel,Concrete,ConstructMax,73.87,ft,100,1763,11,SD,71.6,116.2x37.8x49.5,AZ;PA;SD,Renovation;Commercial;New Construction,UL Listed,No,Yes,Yes,25,,Complex,ConstructMax Precast Panel - Premium quality concrete product for construction projects.
P1303,Heat Pump,HVAC,ValueBuilders,3361.27,sqft,100,3186,3,OR,78.95,143.2x39.5x48.8,,New Construction;Infrastructure;Commercial;Renovation,,No,Yes,No,1,,Easy,ValueBuilders Heat Pump - Premium quality hvac product for construction projects.
P1304,Air Handler,HVAC,PremiumPro,2755.86,box,1,3414,3,WI,32.19,110.6x6.6x41.6,MI;SD;WA;MN,Renovation;Commercial;Residential,Green Guard;ASTM Compliant,Yes,Yes,Yes,1,Class B,Professional Required,PremiumPro Air Handler - Premium quality hvac product for construction projects.
P1305,Conduit,Electrical,TrustedBrand,77.41,sqft,50,4210,27,MS,32.81,39.4x8.8x42.6,,New Construction;Industrial;Renovation,,No,No,Yes,10,Class A,Easy,TrustedBrand Conduit - Premium quality electrical product for construction projects.
P1306,Fiberglass Batt,Insulation,ProBuild,253.76,ea,1,3871,21,MO,131.88,61.9x8.6x38.4,SC;KS;WY,Residential,CE Marked;FSC Certified,Yes,No,Yes,25,Class A,Easy,ProBuild Fiberglass Batt - Premium quality insulation product for construction projects.
P1307,Ventilation Fan,HVAC,TrustedBrand,1326.55,box,50,1973,18,GA,122.5,131.5x47x51.6,AK;WI,Residential;New Construction;Commercial;Industrial,,Yes,No,Yes,10,Class C,Complex,TrustedBrand Ventilation Fan - Premium quality hvac product for construction projects.
P1308,Steel Beam,Steel,ConstructMax,400.17,box,10,2237,15,KS,174.82,118.1x7.3x15.6,NY,Infrastructure;Renovation;New Construction,LEED Certified;ASTM Compliant,Yes,Yes,Yes,5,Class B,Professional Required,ConstructMax Steel Beam - Premium quality steel product for construction projects.
P1309,Ventilation Fan,HVAC,TrustedBrand,902.2,bundle,25,4602,1,OK,99.68,22.1x37.9x13.1,NY;LA,New Construction;Residential;Commercial,CE Marked,Yes,No,No,25,Class A,Complex,TrustedBrand Ventilation Fan - Premium quality hvac product for construction projects.
P1310,Saw,Tools,PremiumPro,47.14,bundle,100,2695,20,WA,102.64,108.6x20.1x7.6,ND;TX;WV,Residential;New Construction;Industrial,,Yes,No,No,1,Class B,Complex,PremiumPro Saw - Premium quality tools product for construction projects.
P1311,Joint Compound,Drywall,BuildCo,306.57,sqft,10,592,7,CA,174.29,22.6x48.4x4.5,WV;KY,Industrial;Infrastructure;Renovation;Commercial,ASTM Compliant,No,Yes,No,0,,Easy,BuildCo Joint Compound - Premium quality drywall product for construction projects.
P1312,Shower Head,Fixtures,QualityMaterials,137.97,box,10,467,22,ID,53.88,24.7x12.2x48.1,WY;NJ;VT,Industrial;Renovation,,No,No,Yes,5,,Professional Required,QualityMaterials Shower Head - Premium quality fixtures product for construction projects.
P1313,Exterior Acrylic,Paint,ValueBuilders,246.89,ft,100,1476,8,TN,102.19,128.6x50x47.7,AZ;NE,Infrastructure;Renovation;New Construction,,No,No,No,2,Class B,Moderate,ValueBuilders Exterior Acrylic - Premium quality paint product for construction projects.
P1314,Rebar,Concrete,EcoConstruct,82.7,ft,10,158,20,CA,180.42,69.9x50.2x34,AK;CT;AR;WV,Residential,Energy Star;UL Listed,No,Yes,Yes,2,Class A,Complex,EcoConstruct Rebar - Premium quality concrete product for construction projects.
P1315,Plywood,Lumber,IndustryLeader,34.47,bundle,1,1951,2,WY,9.78,151.5x45.5x31.7,OR;CO;KY,Residential,,No,No,Yes,2,,Moderate,IndustryLeader Plywood - Premium quality lumber product for construction projects.
P1316,Toilet,Fixtures,MegaSupply,298.22,box,25,5089,9,WY,141.53,24.8x39.1x7.5,MN,Renovation;Industrial;New Construction,LEED Certified,No,Yes,No,2,Class A,Professional Required,MegaSupply Toilet - Premium quality fixtures product for construction projects.
P1317,4x4,Lumber,BuildCo,48.91,sqft,25,4419,19,AL,108.63,31.6x38.1x5.6,TX;LA;CT;RI,Commercial;New Construction;Infrastructure;Renovation,,No,No,No,2,Class B,Easy,BuildCo 4x4 - Premium quality lumber product for construction projects.
P1318,Ventilation Fan,HVAC,PremiumPro,2306.29,box,25,1140,6,KY,37.4,82.4x36.9x38.2,HI,Residential;Industrial;Infrastructure;Renovation,Energy Star,No,No,No,0,Class A,Easy,PremiumPro Ventilation Fan - Premium quality hvac product for construction projects.
P1319,Screws,Hardware,ConstructMax,238.07,bundle,50,672,2,WY,95.07,131.9x23.2x38.1,NM;FL,Commercial;Industrial,UL Listed,No,Yes,Yes,25,Class C,Moderate,ConstructMax Screws - Premium quality hardware product for construction projects.
P1320,Level,Tools,ValueBuilders,172.47,box,25,2047,20,WV,17.58,140.2x40x27.5,OK;DE,Residential;Renovation;Commercial,,Yes,Yes,Yes,25,Class A,Easy,ValueBuilders Level - Premium quality tools product for construction projects.
P1321,Exterior Acrylic,Paint,ValueBuilders,168.29,ft,100,2626,28,IA,17.62,74.6x51.9x45.3,MT,Renovation;Residential;Commercial,ASTM Compliant,No,No,No,2,Class B,Complex,ValueBuilders Exterior Acrylic - Premium quality paint product for construction projects.
P1322,Corner Bead,Drywall,EcoConstruct,187.49,ft,50,2168,19,ND,119.86,67.1x12.7x30.4,MI;MO;AK,Industrial;New Construction;Renovation;Infrastructure,,No,No,Yes,10,,Moderate,EcoConstruct Corner Bead - Premium quality drywall product for construction projects.
P1323,2x4,Lumber,ProBuild,41.44,ea,25,1189,19,MT,124.66,38.8x31.1x35.1,PA,Residential;New Construction;Infrastructure;Renovation;Industrial,LEED Certified,No,No,No,25,Class C,Easy,ProBuild 2x4 - Premium quality lumber product for construction projects.
P1324,Ductwork,HVAC,ConstructMax,2368.44,ft,100,1976,3,PA,70.3,143.1x4.8x36.9,SC,Infrastructure;New Construction;Renovation,UL Listed,No,No,Yes,5,Class B,Professional Required,ConstructMax Ductwork - Premium quality hvac product for construction projects.
P1325,Vinyl Plank,Flooring,QualityMaterials,46.34,ea,100,1470,6,WA,172.2,88.3x38.5x8.6,ID;WV;OR,Residential;Infrastructure;Industrial,FSC Certified,No,Yes,Yes,10,,Moderate,QualityMaterials Vinyl Plank - Premium quality flooring product for construction projects.
P1326,Cabinet Hardware,Fixtures,BuildCo,279.42,sqft,100,4058,9,GA,152.03,137.3x15.3x38.7,NC,Commercial;Infrastructure,,No,Yes,Yes,25,,Easy,BuildCo Cabinet Hardware - Premium quality fixtures product for construction projects.
P1327,Entry Door,Doors,MegaSupply,443.2,sqft,50,2295,18,HI,50.71,116.3x10.3x26.2,KS,New Construction;Renovation;Industrial,UL Listed,No,No,Yes,5,,Complex,MegaSupply Entry Door - Premium quality doors product for construction projects.
P1328,Steel Beam,Steel,ValueBuilders,204,bundle,50,4884,13,DE,149.15,62.7x35.7x22.3,CO;IA;GA,Residential;New Construction,FSC Certified,No,No,No,10,Class C,Professional Required,ValueBuilders Steel Beam - Premium quality steel product for construction projects.
P1329,Shower Head,Fixtures,MegaSupply,178.46,box,50,3258,15,MT,95.43,34.8x14.3x11.5,,Residential;Renovation,CE Marked;ASTM Compliant,Yes,No,No,2,,Moderate,MegaSupply Shower Head - Premium quality fixtures product for construction projects.
P1330,Casement,Windows,QualityMaterials,852.18,ea,1,4238,19,ME,26.55,37.6x11.4x44,,Commercial;New Construction,CE Marked;FSC Certified,Yes,No,No,25,Class C,Complex,QualityMaterials Casement - Premium quality windows product for construction projects.
P1331,Cabinet Hardware,Fixtures,BuildCo,91.61,bundle,100,758,26,PA,191.51,33.1x47.3x43.7,GA;WA;WI,Industrial;New Construction,Green Guard;ISO 9001,Yes,No,No,10,Class C,Moderate,BuildCo Cabinet Hardware - Premium quality fixtures product for construction projects.
P1332,Entry Door,Doors,MegaSupply,727.39,box,25,326,20,CO,186.89,76.2x31.7x50.7,IN;WY;PA;SD,Infrastructure;Renovation;Commercial,CE Marked;FSC Certified,No,Yes,Yes,0,,Moderate,MegaSupply Entry Door - Premium quality doors product for construction projects.
P1333,Rebar,Concrete,BuildCo,15.03,ft,100,4968,16,DE,45.38,75.9x30.8x32.7,NJ;CO;OK,Commercial;Industrial;Infrastructure,FSC Certified,No,No,No,2,,Moderate,BuildCo Rebar - Premium quality concrete product for construction projects.
P1334,Faucet,Plumbing,IndustryLeader,82.3,sqft,100,5063,26,MO,89.2,49.8x12.8x51.3,WI;NJ;TX;IL,Renovation;Industrial,ASTM Compliant,Yes,No,No,10,Class A,Complex,IndustryLeader Faucet - Premium quality plumbing product for construction projects.
P1335,Exterior Acrylic,Paint,EcoConstruct,95.23,box,100,1054,12,MN,6.25,145.5x45x27.5,,Renovation;Industrial;Residential,UL Listed,No,No,Yes,10,Class B,Moderate,EcoConstruct Exterior Acrylic - Premium quality paint product for construction projects.
P1336,Double Hung,Windows,ValueBuilders,990.36,sqft,100,1606,17,NE,60.75,44.6x21.2x41.8,,New Construction,ISO 9001,Yes,No,No,2,Class C,Professional Required,ValueBuilders Double Hung - Premium quality windows product for construction projects.
P1337,I-Beam,Steel,BuildCo,369.2,sqft,1,647,1,IA,134.14,110.5x43.5x44.8,IN;KY,New Construction;Residential;Commercial;Industrial,LEED Certified;Energy Star,No,Yes,No,1,Class B,Professional Required,BuildCo I-Beam - Premium quality steel product for construction projects.
P1338,Fire Rated,Drywall,BuildCo,304.64,bundle,100,4650,27,NM,99.85,20x16.9x50.9,TN;CO,Industrial;Renovation;Commercial,,No,No,No,1,Class A,Easy,BuildCo Fire Rated - Premium quality drywall product for construction projects.
P1339,Grout Mix,Concrete,ProBuild,106.73,sqft,25,205,3,WA,172.32,92.4x17.7x37.6,IA;VT,Commercial;New Construction,,No,No,No,25,Class A,Complex,ProBuild Grout Mix - Premium quality concrete product for construction projects.
P1340,Thermostat,HVAC,BuildCo,2234.51,bundle,10,2239,23,ID,98.84,95.7x38.4x51.3,ID;TN;NJ,Commercial;Industrial;Renovation;Residential,ISO 9001;LEED Certified,Yes,No,Yes,5,Class C,Easy,BuildCo Thermostat - Premium quality hvac product for construction projects.
P1341,Hammer,Tools,BuildCo,175.22,bundle,1,5094,28,WI,140.54,52.3x43.8x50.4,NC;WI;FL;NH,Commercial;Infrastructure,UL Listed,Yes,Yes,No,1,,Professional Required,BuildCo Hammer - Premium quality tools product for construction projects.
P1342,Saw,Tools,ProBuild,304.79,bundle,25,2650,28,HI,173.49,82.9x16.5x50.2,GA;WI;MO,Renovation;Commercial;New Construction;Infrastructure,UL Listed,Yes,No,Yes,1,Class B,Moderate,ProBuild Saw - Premium quality tools product for construction projects.
P1343,Joint Compound,Drywall,PremiumPro,41.41,ft,10,2780,21,AZ,128.73,131.9x17.6x41.4,RI,Residential;Industrial;Renovation;Commercial,ISO 9001;CE Marked,No,No,No,10,Class B,Professional Required,PremiumPro Joint Compound - Premium quality drywall product for construction projects.
P1344,Saw,Tools,IndustryLeader,221.67,bundle,10,1500,14,GA,198.13,133.2x34.3x46.8,WV;MD,Industrial;New Construction;Infrastructure,,No,No,Yes,1,Class A,Professional Required,IndustryLeader Saw - Premium quality tools product for construction projects.
P1345,Steel Beam,Steel,ConstructMax,266.5,sqft,25,567,18,ME,199.42,82.5x41.6x42.3,KY,Infrastructure;New Construction;Commercial;Residential;Industrial,CE Marked,No,Yes,No,10,Class C,Easy,ConstructMax Steel Beam - Premium quality steel product for construction projects.
P1346,Light Fixture,Electrical,BuildCo,118.55,sqft,50,4292,24,MD,62.31,66.7x45.4x28.4,CA;OK;IL,New Construction;Industrial,UL Listed;CE Marked,Yes,No,No,5,Class C,Professional Required,BuildCo Light Fixture - Premium quality electrical product for construction projects.
P1347,Bathtub,Fixtures,ProBuild,165.74,sqft,100,4800,14,DE,141.5,115.4x17x23.8,,New Construction;Residential,CE Marked;LEED Certified,No,Yes,No,5,Class C,Easy,ProBuild Bathtub - Premium quality fixtures product for construction projects.
P1348,2x4,Lumber,EcoConstruct,54.35,ea,100,3470,3,SC,100.32,19x22.8x19.9,SC;MA;AL,Infrastructure;New Construction;Renovation,UL Listed,No,No,Yes,5,,Complex,EcoConstruct 2x4 - Premium quality lumber product for construction projects.
P1349,Moisture Resistant,Drywall,ValueBuilders,124.52,box,10,1341,20,OR,91.75,14.3x7.5x15.7,SD;RI;CA;IN,Residential;Industrial,UL Listed,No,No,Yes,10,Class B,Moderate,ValueBuilders Moisture Resistant - Premium quality drywall product for construction projects.
P1350,2x8,Lumber,ProBuild,30.91,ft,1,2492,12,HI,144.59,112.4x36.2x46.1,ME;TX;ID,Residential;Industrial,UL Listed,No,Yes,Yes,10,Class A,Professional Required,ProBuild 2x8 - Premium quality lumber product for construction projects.
P1351,Spray Foam,Insulation,PremiumPro,163.9,ft,1,1407,7,TX,164.33,97.9x9.8x30.5,,New Construction,FSC Certified;ISO 9001,No,No,Yes,10,Class A,Easy,PremiumPro Spray Foam - Premium quality insulation product for construction projects.
P1352,Wire Cable,Electrical,ValueBuilders,220.23,ea,25,3885,12,AK,168.87,17.6x44.4x22,NY;MN;AL;IL,Infrastructure;Commercial;Residential,Green Guard,No,No,No,25,Class A,Moderate,ValueBuilders Wire Cable - Premium quality electrical product for construction projects.
P1353,Steel Beam,Steel,PremiumPro,418.82,sqft,50,3516,21,VT,42.81,106.9x13x12.3,NH,Infrastructure;Industrial,,No,No,No,25,Class A,Moderate,PremiumPro Steel Beam - Premium quality steel product for construction projects.
P1354,Angle Iron,Steel,ValueBuilders,148.66,ea,25,2143,12,CO,11.37,74.9x9.7x34.9,VT;MT;WA;LA,Infrastructure;Renovation,,No,No,Yes,2,,Easy,ValueBuilders Angle Iron - Premium quality steel product for construction projects.
P1355,Precast Panel,Concrete,ConstructMax,84.81,ea,100,2747,4,WI,178.99,111.6x50.5x32.5,,New Construction;Residential;Commercial,ISO 9001;CE Marked,No,No,No,5,,Professional Required,ConstructMax Precast Panel - Premium quality concrete product for construction projects.
P1356,Entry Door,Doors,IndustryLeader,406.09,sqft,1,443,27,CT,110.26,35.8x20.3x45.3,VT;ND;IL;HI,Industrial;Commercial;Infrastructure,Energy Star;ASTM Compliant,Yes,Yes,Yes,5,Class B,Professional Required,IndustryLeader Entry Door - Premium quality doors product for construction projects.
P1357,Ceramic Tile,Flooring,QualityMaterials,297.31,bundle,1,2257,4,MO,9.23,30.2x42.7x16.3,LA;SC,Infrastructure;Commercial,CE Marked,No,No,Yes,2,,Professional Required,QualityMaterials Ceramic Tile - Premium quality flooring product for construction projects.
P1358,I-Beam,Steel,MegaSupply,418.75,ft,100,3563,20,MI,117.33,122.4x20.1x36.9,FL,Renovation;Residential;New Construction;Commercial,ISO 9001,No,Yes,Yes,25,,Moderate,MegaSupply I-Beam - Premium quality steel product for construction projects.
P1359,TPO Membrane,Roofing,QualityMaterials,316.82,bundle,25,4479,11,SC,142.02,107.3x48.9x26.6,,Renovation;Commercial;Residential;Industrial,,No,Yes,Yes,0,Class B,Easy,QualityMaterials TPO Membrane - Premium quality roofing product for construction projects.
P1360,Interior Latex,Paint,BuildCo,98.7,ft,10,1649,29,OH,15.37,63.2x45.1x16.2,WV,Commercial;Residential;Infrastructure;New Construction,LEED Certified,No,No,No,25,Class B,Moderate,BuildCo Interior Latex - Premium quality paint product for construction projects.
